content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-8.87679E+18,Physicists have discovered what makes neural networks so extraordinarily powerful,Google's Schmidt Says Computers Not a Threat to Humans or Jobs,"contentId
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
Name: title, dtype: object","contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object","contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
-8.86407E+18,Vídeo: IntraEmpreendedorismo como Atitude pelos Funcionários e Chefes!,2016's Best Books for Entrepreneurs (So Far),Ikea ponders the future of retail with virtual reality pilot app,April Fools - Introducing Gmail Mic Drop,"We are 'almost definitely' living in a Matrix-style simulation, claims Elon Musk",Rede de hotéis faz promoção relâmpago com diárias por R$ 25
-8.86305E+18,Big data's 'streetlight effect': where and how we look affects what we see,The incestuous relations among containers orchestration tools,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,One year as a Data Scientist at Stack Overflow,Microsoft convoca comunidade técnica para resolver problemas usando a nuvem - Startupi,"Hexagonal != Layers

"
-8.85415E+18,"Within a Decade, Retail Banks will be Dead",How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,"contentId
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
Name: title, dtype: object","contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object",Do Crows Hold Funerals for Their Dead?,Building Products
-8.81956E+18,Good Software Takes Ten Years. Get Used To it.,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",5 reasons your employees aren't sharing their knowledge,'Machine learning' is a revolution as big as the internet or personal computers,Pinterest Reinvents Itself to Prove It's Really Worth Billions,Wide & Deep Learning: Better Together with TensorFlow
-8.81562E+18,"Agility in the Cloud: Which ""As a Service"" Works for You?",This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Building on Slack Saved Our Startup,Writing good code: how to reduce the cognitive load of your code,Perfect Menu for Mobile Apps - UX Planet,Costa Rica presenta su primer edificio construido con tetra pak reciclado
-8.81372E+18,Itaú é pioneiro do blockchain,Aplicativo Celcoin oferece a possibilidade de trocar bitcoins por crédito em reais,"Why 3,000 bank branches must close","Idwall, a startup de dados que bancos, fintechs e empresas de pagamento estão de olho.",Google e GFT firmam parceria para testes com foco em blockchain - Startupi,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre"
-8.80107E+18,Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia,"contentId
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
Name: title, dtype: object","Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",KPIs: por que eles são essenciais para medir o seu sucesso?,TI Bimodal? Receita para o desastre...,How to scale yourself: the '99/50/1' framework - The Mission
-8.80003E+18,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Pinterest Reinvents Itself to Prove It's Really Worth Billions,Apple is working on an AI system that wipes the floor with Google and everyone else,Is the Chatbot Trend One Big Misunderstanding?,Microsoft wants to connect all your favorite apps with Flow,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots"
-8.79744E+18,"E quando o cliente diz ""Não gostei""?",Using artificial intelligence to revolutionize diabetes treatment,Humans Can Still Do One Thing Better Than AI,How Inflation Is Stealing Your Money: Can Cryptocurrency Solve Inflation on a Global Scale?,13 Game-changing Artificial Intelligence Startups,Meet the man behind the rise of bots and our AI-driven future
-8.79619E+18,Object calisthenics: Change the way you code,What's the Version of my Deployed Application? - DZone DevOps,"Incrível, Skype se lembrou que o Linux existe!",Automate Docker with the Remote API and Ruby,"Kotlin in Production - What works, Whats broken","contentId
3884256359744615997    So, You Want A Table, Huh?
3884256359744615997    So, You Want A Table, Huh?
Name: title, dtype: object"
-8.7816E+18,"Primeira cidade inteligente brasileira, equipada com sensores, sistemas e soluções digitais, será desenvolvida por startup - Startupi",LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching,BMW mostra conceito de tela touch flutuante em painéis automotivos,Confira um relatório sobre a indústria das aceleradoras globais e conheça as tendências para os próximos anos - Startupi,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",5 Internet Trends to Pay Attention to in Late 2016
-8.77312E+18,Visual C++ for Linux Development,"Android N Developer Preview 2, out today! | Android Developers Blog",Fintech inova em parceria com a Apple e permite usuários realizarem Transferências por comando de voz,"contentId
-9153494109165200346    Android N Developer Preview 2, out today! | An...
-9153494109165200346    Android N Developer Preview 2, out today! | An...
Name: title, dtype: object",Tecnologia para colher mais e o uso do GPS,Sesi oferece curso de LIBRAS com certificação de 40 horas
-8.77134E+18,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,The AI business landscape,Threaded messaging is coming to Slack,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds","Here's what Viv looks like, the next generation AI assistant built by Siri creator",TechCrunch launches a personalized news recommendations bot on Facebook Messenger
-8.76335E+18,"PayPal's Braintree Auth launches to bring its payments platform to more merchants, service providers","Blispay, the financing program for SMBs, raises $12.75M in seed funding",DualShock 4 Repair,Don't take my money: Why mobile payments haven't taken off - yet,"Carros de luxo em alta, mas o alerta está aceso",Peças Translúcidas
-8.76214E+18,"Google I/O 2016: Develop, Grow & Earn","Gchat Was the Future of Messaging, But Google Didn't Know What It Had",8 things to expect from Google's biggest event of the year,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",DeepMind moves to TensorFlow,Threaded messaging is coming to Slack
-8.7577E+18,Promises | Web Fundamentals - Google Developers,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,Prototypal Object-Oriented Programming using JavaScript,Scrum Community - Scrum Alliance,"Goal Setting: Don't Lose Motivation! "" Mind Tools Blog"
-8.74265E+18,Aposta na inovação,What Millennials Want from a New Job,How to Create a Unified Culture in a Company With Multiple Offices,Google HR chief Laszlo Bock leaving to launch startup,"contentId
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
Name: title, dtype: object","contentId
-3114161754347804356    How Google sets goals: OKRs - GV Library
-3114161754347804356    How Google sets goals: OKRs - GV Library
Name: title, dtype: object"
-8.7397E+18,The Lifecycle of a Pod,Kubernetes 1.3 on tap for Google Container Engine,How Do Top Android Developers QA Test Their Apps?,Incendies (2010),So long MVP. Hello Minimum Loveable Product.,Production Ready Jenkins 2.0 in Two Steps with Docker
-8.73418E+18,Windows Subsystem for Linux Overview,Open Sourcing Twitter Heron | Twitter Blogs,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,4 Blockchain Macro Trends: Where to Place Your Bets,"GitHub broke my 1,000 day streak - Free Code Camp",Jenkins 2.0 is here!
-8.72808E+18,Soylent's new drink will replace your breakfast and morning coffee,What Business Leaders Should Know About Swift,"ConstraintLayout, Inside and Out: Part 1","contentId
4106497696154898573    Learn Swift Programming Syntax | Udacity
4106497696154898573    Learn Swift Programming Syntax | Udacity
Name: title, dtype: object",Firebase Test Lab for Android,"Xiaomi will play an exciting part at Google I/O, apparently"
-8.72357E+18,The Most Important Push Notification metric - Growth Bug - App World,Creating Universal Windows Apps with React Native,TensorFlow Tutorial- Part 1,"""create-react-app"" and the future of creating React applications",Support Ended for Eclipse Android Developer Tools,Scott Penrose: Arduino Static Strings
-8.72331E+18,"Shuddle, the Uber-like service for getting your kids around, is shutting down tomorrow","Amazon open-sources its own deep learning software, DSSTNE",How to write a hypothesis,Google's Schmidt Says Computers Not a Threat to Humans or Jobs,"contentId
-4187268503708157132    A Single App That'll Wrangle Your Millions of ...
-4187268503708157132    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object","contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
-8.72253E+18,VR possibilities at Google I/O 2016: Four things I'm hoping to see,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Google IO 2016: A look at how not to run a large event,Introducing Google Consumer Surveys API: Let users of your app create surveys,New settings for 2-Step Verification,"Big data, big differentiators: this week on Google Cloud Platform"
-8.71795E+18,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,The Ultimate Guide to SEO Reporting: Starting with the Basics,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,Improvements coming to the Google Analytics desktop UI,The Truth About Multiple H1 Tags in the HTML5 Era,Introduction · Bitcoin para Programadores
-8.70643E+18,Microsoft Accelerator startup DefinedCrowd connects machine learning with native speakers,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",Ebay's mobile Craigslist competitor Close5 has quietly grown to 7 million downloads,"Blab shuts down, but founders promise new product on the way",The return of the machinery question,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger"
-8.70491E+18,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,A programming language for living cells,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,Peter Doig sued for disavowing 40-year-old painting,MacOS Sierra Preview,Aligning text smartly in CSS
-8.70086E+18,"Forget Wallets, Check out This Serious FinTech Product Built in India: ZestMoney for Instant Credit","Why 3,000 bank branches must close",Nubank pode fechar as portas se BC confirmar mudança amanhã,Bitcoin In The Time Of Negative Interest Rates,Siemens and General Electric gear up for the internet of things,Empresas de tecnologia preparam mais demissões após cortes na Cisco
-8.6898E+18,Novidades do Android Studio 2.2,[PayPal] Postos Shell adotam pagamento no smartphone,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Correntistas podem renegociar dívidas com o banco pela internet,Sony Smart Tennis Sensor for Tennis Rackets,"ProtoHack, hackathon criado no Vale do Silício, desembarca em São Paulo para sua primeira edição no espaço Engenho Maker - Startupi"
-8.68946E+18,Ebay's mobile Craigslist competitor Close5 has quietly grown to 7 million downloads,"Blab shuts down, but founders promise new product on the way","Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger",Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,'Machine learning' is a revolution as big as the internet or personal computers,Corporate Intrapreneur Summit
