contentId,recommended_contentIds
-8900307211613973542,"[np.int64(5281570276277574938), np.int64(638282658987724754), np.int64(6304895356046683527), np.int64(430255078684584595), np.int64(-4505450219733822767)]"
4296604388230897073,"[np.int64(5779887740609126631), np.int64(-1297580205670251233), np.int64(123378787151399958), np.int64(4629488036162962359), np.int64(-5799839529845993396)]"
-3709378389941441506,"[np.int64(-1564468014116140117), np.int64(-8704908797766843570), np.int64(8259682769688682084), np.int64(5410293063635507608), np.int64(6743199836219189414)]"
2888507406903473601,"[np.int64(1283472251609674486), np.int64(-1444481301861872291), np.int64(1632166079091127830), np.int64(-8254222281357012124), np.int64(6369367631770966886)]"
-9041823059579281174,"[np.int64(-434149774629603391), np.int64(-9089854794058353436), np.int64(3609315114795782005), np.int64(3064370296170038610), np.int64(1356221992133852808)]"
3473173479782472081,"[np.int64(3068975614432538771), np.int64(6222001809679591440), np.int64(-2539915991213675511), np.int64(3067875254349597654), np.int64(-6713697716910928909)]"
-6941293448141178017,"[np.int64(1266958185239582088), np.int64(-1868297195590431285), np.int64(2255603060224026824), np.int64(-3810375613673461625), np.int64(4156291407717900798)]"
-2273517184910006534,"[np.int64(1266958185239582088), np.int64(-1868297195590431285), np.int64(-692972306229904743), np.int64(2916072977192006313), np.int64(6419848550542384295)]"
1852992637140705599,"[np.int64(1266958185239582088), np.int64(-1868297195590431285), np.int64(2255603060224026824), np.int64(-3810375613673461625), np.int64(5274322067107287523)]"
-1868297195590431285,"[np.int64(1266958185239582088), np.int64(-2273517184910006534), np.int64(-3810375613673461625), np.int64(5274322067107287523), np.int64(-1024046541613287684)]"
5274322067107287523,"[np.int64(-6451309518266745024), np.int64(-4110354420726924665), np.int64(3353902017498793780), np.int64(1485652648052127324), np.int64(1266958185239582088)]"
-4917007328809735647,"[np.int64(-6451309518266745024), np.int64(-4110354420726924665), np.int64(5274322067107287523), np.int64(1485652648052127324), np.int64(1266958185239582088)]"
5680566822246004912,"[np.int64(8631616594020837056), np.int64(-6451309518266745024), np.int64(-4110354420726924665), np.int64(-692972306229904743), np.int64(8789407896263306493)]"
8084284001249507595,"[np.int64(3067875254349597654), np.int64(-6713697716910928909), np.int64(-6451309518266745024), np.int64(-4110354420726924665), np.int64(3353902017498793780)]"
4814419120794996930,"[np.int64(-1556169727291354289), np.int64(2468005329717107277), np.int64(-2237790708081130271), np.int64(-5808672937983623398), np.int64(-5808672937983623398)]"
-9090514312860140897,"[np.int64(-4374331682165863764), np.int64(7036087807129071010), np.int64(9128267824356972069), np.int64(1266958185239582088), np.int64(-1024046541613287684)]"
-1484165300616478995,"[np.int64(962287586799267519), np.int64(-277169424764188814), np.int64(5834671664627894569), np.int64(-844797936291539016), np.int64(6669026579073415958)]"
-1051830303851697653,"[np.int64(-5500597021296520708), np.int64(2573252627510191315), np.int64(-7004749589391210034), np.int64(4625350031392752392), np.int64(8596997246990922861)]"
5317978293082383492,"[np.int64(4372031182493802582), np.int64(8259682769688682084), np.int64(6743199836219189414), np.int64(-8704908797766843570), np.int64(-1564468014116140117)]"
-844797936291539016,"[np.int64(962287586799267519), np.int64(-277169424764188814), np.int64(6669026579073415958), np.int64(5834671664627894569), np.int64(-7534240757267992657)]"
751528815916485437,"[np.int64(123378787151399958), np.int64(-6859363289291329827), np.int64(-5082274522455747241), np.int64(4313871021753084020), np.int64(231281690254211527)]"
3496156626367166618,"[np.int64(9136323715291453594), np.int64(8650916538290053756), np.int64(8968837261991914049), np.int64(8298709454703868984), np.int64(4804093434821394840)]"
-7043209138459666190,"[np.int64(-7165716941095296287), np.int64(4877833951599818487), np.int64(-498521148402713730), np.int64(1328618437884612347), np.int64(-4761420664091904483)]"
-4704033845097735448,"[np.int64(4877833951599818487), np.int64(5211673327552264703), np.int64(1128840733277618400), np.int64(-7033990154815318757), np.int64(-7646922141533719881)]"
-2477364558321255827,"[np.int64(-1995591062742965408), np.int64(-91139000311163410), np.int64(3884256359744615997), np.int64(3884256359744615997), np.int64(-6394075099886393346)]"
-7796858148829878756,"[np.int64(-3758287970266820834), np.int64(-1022885988494278200), np.int64(-8314629309720421219), np.int64(-5602127731550819348), np.int64(6484776051882277624)]"
-569322218183730892,"[np.int64(-4485188959476061019), np.int64(-5968239566051821631), np.int64(6472331784294749716), np.int64(2424381466524517235), np.int64(8428597553954921991)]"
-450825503558460924,"[np.int64(459008865413659388), np.int64(-4126288159365354498), np.int64(-6940923725353716164), np.int64(1459131257418324496), np.int64(6754313450809254838)]"
6042459843569845586,"[np.int64(5206308811707978799), np.int64(428486625959995206), np.int64(1328618437884612347), np.int64(5688444173453700360), np.int64(-3058031327323357308)]"
-1024046541613287684,"[np.int64(-1868297195590431285), np.int64(1266958185239582088), np.int64(-3810375613673461625), np.int64(2255603060224026824), np.int64(5274322067107287523)]"
3068975614432538771,"[np.int64(6222001809679591440), np.int64(3473173479782472081), np.int64(8789407896263306493), np.int64(8631616594020837056), np.int64(3578170066555585515)]"
-4463029741564307314,"[np.int64(-2184022689343185012), np.int64(7277161137091492767), np.int64(3575694866055127253), np.int64(-6863138929434705713), np.int64(-595851741330881198)]"
-7298164314968527788,"[np.int64(687641199951066750), np.int64(-6941293448141178017), np.int64(7828019124127586556), np.int64(2388097612905924826), np.int64(7263689301643675785)]"
2586379029487881843,"[np.int64(7323176445666562417), np.int64(-205193648629294862), np.int64(-7002558676365724983), np.int64(-1622037268576555626), np.int64(8631616594020837056)]"
-5799839529845993396,"[np.int64(5779887740609126631), np.int64(-1297580205670251233), np.int64(6341647533150019811), np.int64(123378787151399958), np.int64(-5082274522455747241)]"
-6499865726739947794,"[np.int64(-6499865726739947794), np.int64(-7315032288233856709), np.int64(-36844712915106340), np.int64(-7638840925036528150), np.int64(809601605585939618)]"
-6499865726739947794,"[np.int64(-6499865726739947794), np.int64(-7315032288233856709), np.int64(-36844712915106340), np.int64(-7638840925036528150), np.int64(809601605585939618)]"
1362186507591814859,"[np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(-8254222281357012124), np.int64(7140495736721533935), np.int64(484986956330644320)]"
9209629151177723638,"[np.int64(4607279316199873708), np.int64(-5521549171704079872), np.int64(8596997246990922861), np.int64(-4205346868684833897), np.int64(489290927107045539)]"
-42126282997118624,"[np.int64(1061238072586805321), np.int64(-321691855821364131), np.int64(-2309481887656981309), np.int64(-2309481887656981309), np.int64(4563006651994272837)]"
1674373276159762025,"[np.int64(7534917347133949300), np.int64(-6642751159620064055), np.int64(-4754223659064624252), np.int64(2607211459879791691), np.int64(1469580151036142903)]"
1041289933344278866,"[np.int64(-6728844082024523434), np.int64(-703416562539077070), np.int64(-4760639635023250284), np.int64(-2271868873349907631), np.int64(-2123288010168989418)]"
-6817732106250460899,"[np.int64(-8722526817358894474), np.int64(-6324550271415246022), np.int64(3582716808949240433), np.int64(7004101889471761341), np.int64(833256912680066502)]"
7555106864392724379,"[np.int64(-7529178973676767391), np.int64(-4615575698508618335), np.int64(966067567430037498), np.int64(3294074907209583622), np.int64(-6739959707791598779)]"
5145921881592486583,"[np.int64(-3528088210002754978), np.int64(1542516532533301214), np.int64(-3319960804317299025), np.int64(-4374331682165863764), np.int64(3067875254349597654)]"
8654585772743935612,"[np.int64(809601605585939618), np.int64(-6499865726739947794), np.int64(-6499865726739947794), np.int64(-36844712915106340), np.int64(-7638840925036528150)]"
-156577302871365261,"[np.int64(123378787151399958), np.int64(-5082274522455747241), np.int64(-389749390447363927), np.int64(-389749390447363927), np.int64(-2220859822082318562)]"
6215963711332976380,"[np.int64(-1511619461666295654), np.int64(8020104407235635818), np.int64(-8340365043226490059), np.int64(2639926854188906104), np.int64(123378787151399958)]"
3761187656635209729,"[np.int64(-2041630887686751489), np.int64(-5808672937983623398), np.int64(-5808672937983623398), np.int64(2468005329717107277), np.int64(-2237790708081130271)]"
-1287202638861144684,"[np.int64(-1287202638861144684), np.int64(123378787151399958), np.int64(8869575677747285539), np.int64(1115750778137998115), np.int64(2639926854188906104)]"
8770410950539401126,"[np.int64(8631616594020837056), np.int64(7323176445666562417), np.int64(-1676378465482420452), np.int64(8789407896263306493), np.int64(-7002558676365724983)]"
-1287202638861144684,"[np.int64(-1287202638861144684), np.int64(123378787151399958), np.int64(8869575677747285539), np.int64(1115750778137998115), np.int64(2639926854188906104)]"
179286456725721055,"[np.int64(1266958185239582088), np.int64(-1868297195590431285), np.int64(-3810375613673461625), np.int64(-1024046541613287684), np.int64(4849766494522371290)]"
8605423472891112686,"[np.int64(3075564241645350154), np.int64(2448026894306402386), np.int64(5152069678055228801), np.int64(-4374331682165863764), np.int64(-4201751526335049119)]"
1423541364223434892,"[np.int64(-4374331682165863764), np.int64(-3528088210002754978), np.int64(4463025528374352465), np.int64(-2273517184910006534), np.int64(-6249065792190816357)]"
-8445686000003509032,"[np.int64(5745373608367143062), np.int64(1586004000405879970), np.int64(-4374331682165863764), np.int64(3075564241645350154), np.int64(5558603035498264655)]"
1586004000405879970,"[np.int64(3353902017498793780), np.int64(-6451309518266745024), np.int64(-4110354420726924665), np.int64(6023609667389715259), np.int64(-6035458164887182128)]"
7645026617184703521,"[np.int64(-8529522981244750831), np.int64(3075810310719170278), np.int64(444378495316508239), np.int64(-2041630887686751489), np.int64(2607211459879791691)]"
-6171950598721418038,"[np.int64(4577451034168098359), np.int64(-8992201526199201450), np.int64(3799372021687456380), np.int64(3467834993860080188), np.int64(-4798431998955209742)]"
-860914756454619650,"[np.int64(6678691743269420670), np.int64(8340838192486391835), np.int64(-6570327055377820618), np.int64(216869981229779312), np.int64(-4316394955033262743)]"
-6778286518036232293,"[np.int64(8428597553954921991), np.int64(5384282624557636856), np.int64(2736373711035411385), np.int64(4751741894255718069), np.int64(-541666025693385823)]"
-5769968511636780471,"[np.int64(-623310439329591027), np.int64(8596997246990922861), np.int64(1592600391233958243), np.int64(-6308850935767965758), np.int64(-7152753999571084411)]"
5189107351987144723,"[np.int64(-8489944755890710748), np.int64(2885511262558254418), np.int64(3799414975499163376), np.int64(-5331421579623797776), np.int64(-5500597021296520708)]"
8300126456272756546,"[np.int64(4340103631421550622), np.int64(-145625979744144572), np.int64(-7732246497578572511), np.int64(7906867252266782644), np.int64(-4187268503708157132)]"
3995377148178067553,"[np.int64(123378787151399958), np.int64(-908052164352446106), np.int64(-8949113594875411859), np.int64(4313871021753084020), np.int64(1012456848389051365)]"
-8587352636561360574,"[np.int64(-387651900461462767), np.int64(-7908990633460844158), np.int64(-6851896696719147400), np.int64(3437437537867086722), np.int64(7529823674661315431)]"
-8388400806941996172,"[np.int64(-6893108632164641498), np.int64(-1876558460087500339), np.int64(4404314996867098682), np.int64(-5920475612630001479), np.int64(-1088742830039453732)]"
-6863138929434705713,"[np.int64(-1630229587164086350), np.int64(3575694866055127253), np.int64(-595851741330881198), np.int64(-7130425546996181071), np.int64(-5014627593450767720)]"
4441012164161473407,"[np.int64(-2041630887686751489), np.int64(2468005329717107277), np.int64(-2237790708081130271), np.int64(-5808672937983623398), np.int64(-5808672937983623398)]"
-7481609677042800346,"[np.int64(-7691630854548349557), np.int64(-5636731245639685654), np.int64(-7565625515044903967), np.int64(-7726397374158219907), np.int64(-8254222281357012124)]"
-7550906488404754851,"[np.int64(6642437212220341339), np.int64(2834072258350675251), np.int64(3180828616327439381), np.int64(4045164454094417310), np.int64(-7047448754687279385)]"
5147907773522671167,"[np.int64(2335028422423709400), np.int64(1805849336099641652), np.int64(5250363310227021277), np.int64(-7126520323752764957), np.int64(-4338308747999225618)]"
3343368383976781910,"[np.int64(-6859363289291329827), np.int64(-2323511129839590090), np.int64(-5082274522455747241), np.int64(-7009536306337650657), np.int64(123378787151399958)]"
-3515692979189178102,"[np.int64(8298709454703868984), np.int64(4877833951599818487), np.int64(2314077149264083254), np.int64(-6151852268067518688), np.int64(5619251370090681244)]"
4877833951599818487,"[np.int64(1128840733277618400), np.int64(5619251370090681244), np.int64(-4761420664091904483), np.int64(-4760639635023250284), np.int64(-518690781085251687)]"
5311977399951270341,"[np.int64(-1901742495252324928), np.int64(-5434287697440336767), np.int64(-4049108709890217048), np.int64(-7681408188643141872), np.int64(3035329611795434601)]"
